Zona de planificacion;Distrito;Distrito MIES;Provincia;id_provincia;Canton;id_canton;Parroquia;id_parroquia;Región;Servicio;Modalidad;Modalidad_1;Tipo gestion_ua;Fuente financiamiento_ua;Tipo administracion_ua;Cooperante;Hombre;"Mujer
(excluye mujeres gestantes)";"Total
(excluye mujeres gestantes)";Total general (incluye mujeres gestantes);1_0 - 3 primera infancia Hombre;1_0 - 3 primera infancia Mujer;2_4 - 5 primera infancia Hombre;2_4 - 5 primera infancia Mujer;3_6 - 11 segunda infancia Hombre;3_6 - 11 segunda infancia Mujer;4_12 - 14 adolescencia Hombre;4_12 - 14 adolescencia Mujer;5_15 - 17 adolescencia Hombre;5_15 - 17 adolescencia Mujer;6_18 - 29 juventud Hombre;6_18 - 29 juventud Mujer;7_30 - 64 adultez Hombre;7_30 - 64 adultez Mujer;8_65 y más adulta mayor Hombre;8_65 y más adulta mayor Mujer;Afroecuatoriano Hombre;Afroecuatoriano Mujer;Indígena Hombre;Indígena Mujer;Mestizo Hombre;Mestizo Mujer;Montuvio Hombre;Montuvio Mujer;Blanco Hombre;Blanco Mujer;Otro Hombre;Otro Mujer;Sin discapacidad Hombre ;Sin discapacidad Mujer;Con discapacidad Hombre;Con discapacidad Mujer;Con discapacidad Total;Discapacidad auditiva Hombre;Discapacidad auditiva Mujer;Discapacidad física Hombre;Discapacidad física Mujer;Discapacidad intelectual Hombre;Discapacidad intelectual Mujer;Discapacidad lenguaje Hombre;Discapacidad lenguaje Mujer;Discapacidad mental Hombre;Discapacidad mental Mujer;Discapacidad psicologico Hombre;Discapacidad psicologico Mujer;Discapacidad psicosocial Hombre;Discapacidad psicosocial Mujer;Discapacidad visual Hombre;Discapacidad visual Mujer;Discapacidad ninguna Hombre;Discapacidad ninguna Mujer;Capacidad máxima;*Area urbana rural;Asistencia promedio;Asistencia NT;DII_01_menor_6_m_Hombre;DII_01_menor_6_m_Mujer;DII_02_6a9_m_Hombre;DII_02_6a9_m_Mujer;DII_03_10a11_m_Hombre;DII_03_10a11_m_Mujer;DII_04_12a18_m_Hombre;DII_04_12a18_m_Mujer;DII_05_19a24_m_Hombre;DII_05_19a24_m_Mujer;DII_06_25a36_m_Hombre;DII_06_25a36_m_Mujer;DII_07_mayor_36_m_Hombre;DII_07_mayor_36_m_Mujer;Modalidad nueva;Modalidad nueva2;Ecuatoriano;Extranjero;Tiene_RS_SI_METRICA2018;Tiene_RS_NO_METRICA2018;EXTREMA_POBREZA_METRICA2018;POBRE_METRICA2018;NO_POBRE_METRICA2018;Tipo gasto;embarazada_SI;G3_6a11_segunda_infancia;G4_12a14_adolescencia;G5_15a17_adolescencia;G6_18a29_juventud;G7_30a64_adultez;G8_65_mas_adulta_mayor;dias_asistencia_embarazada;base_ninos;extremo_vulnerable_dii;vulnerable_dii;no_vulnerable_dii;Ficha_levantada_dii;base_embarazadas;extremo_vulnerable_embz;vulnerable_embz;no_vulnerable_embz;Ficha_levantada_embz;base_pam;vulnerabilidad_alta_pam;vulnerabilidad_media_pam;vulnerabilidad_baja_pam;Ficha_levantada_pam_Diurno_Activo_Domiciar;Ficha_levantada_pam_Residencial;base_pcd;vulnerabilidad_alta_pcd;vulnerabilidad_media_pcd;vulnerabilidad_baja_pcd;Ficha_levantada_Personas_con_Discapacidad;Sin asistencia;Tipo;servicio1;tipo_gestion_ua_o;Afganistán;Alemania;Alemania_República_Democrática;Antigua_y_Barbuda;Apátrida;Argelia;Argentina;Australia;Bahamas;Barbados;Bélgica;Bermudas;Bolivia;Brasil;Caimán_Islas;Canadá;Checa_República_Checoslovaquia;Chile;China_República_Popular_Pekin;Colombia;Corea_del_Sur_República_de;Costa_Rica;Cuba;Curazao_Isla;Dominicana_República;Egipto;El_Salvador;España;Estados_Unidos;Francia;Granada;Groenlandia;Guatemala;Guinea;Guinea_Bissau;Haití;Honduras;India;Irán_República_Islámica_de;Israel;Italia;Jamaica;Liechtestein;Marruecos;Martinica;Mexico;Nicaragua;Otras_naciones_de_Africa;Otras_naciones_de_America;Otras_Naciones_de_Europa;Panamá;Paraguay;Perú;Rwanda;Reino_Unido_Escocia_Gran_Bretaña_Inglaterra;Sudafrica_Ciskei;Surinam;Territorio_Británico_del_Oceáno_Índico;Ucrania;Uganda;Uruguay;Venezuela;Yemen;Sin_Especificar;SNAI_Si;SNAI_No;dias_asistencia_sum;DII_cobert_asist
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;MALDONADO;080256;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;12;21;33;35;12;21;;;;;;;;;;2;;;;;5;10;;;7;12;;1;;;;;12;23;;;;;;;;;;;;;;;;;;;;;;35;Rural;3;4;1;1;2;5;;;1;5;2;2;5;7;1;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;35;;33;2;18;14;1;corriente;2;;;;2;;;0,50;4;;4;;4;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;98;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;MALDONADO;080256;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;19;13;32;45;19;11;;;;;;;;;;11;;4;;;11;13;;;5;10;;;1;1;2;2;19;26;;;;;;;;;;;;;;;;;;;;;;45;Rural;4;4;;;1;3;2;1;4;3;4;2;8;1;;3;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;44;1;16;28;;corriente;13;;;;9;4;;3,92;4;;4;;4;4;;3;1;4;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;181;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;PAMPANAL DE BOLIVAR;080257;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;10;5;15;35;10;5;;;;;;;;1;;15;;4;;;7;23;;;1;1;2;1;;;;;10;24;;1;1;;;;1;;;;;;;;;;;;;;;45;Rural;3;4;;;;;;;4;;1;;5;5;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;34;1;34;1;21;13;;inversion;20;;;1;15;4;;2,50;5;;5;;5;7;;7;;7;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30;99;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SAN FRANCISCO DE ONZOLE;080258;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;17;10;27;27;13;9;4;1;;;;;;;;;;;;;14;10;;;3;;;;;;;;17;10;;;;;;;;;;;;;;;;;;;;;;27;Rural;15;20;;;;;;;;;1;1;8;2;8;7;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;26;1;25;2;21;4;;corriente;;;;;;;;;13;;13;;13;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26;393;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SAN FRANCISCO DE ONZOLE;080258;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;16;20;36;36;16;20;;;;;;;;;;;;;;;14;17;;;1;3;;;;;1;;16;20;;;;;;;;;;;;;;;;;;;;;;36;Rural;9;20;;;;;;;2;1;5;2;5;11;4;6;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;36;;18;17;1;corriente;;;;;;;;;15;;15;;15;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;314;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SAN FRANCISCO DE ONZOLE;080258;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;13;14;27;34;13;14;;;;;;;;1;;4;;2;;;;4;9;13;1;2;3;1;;1;;;12;21;1;;1;;;1;;;;;;;;;;;;;;;;35;Rural;1;4;1;;2;4;1;;3;2;1;1;4;6;1;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;34;;34;;26;8;;corriente;7;;;1;4;2;;0,29;2;;2;;2;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;50;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SAN FRANCISCO DE ONZOLE;080258;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;9;9;18;29;7;6;2;2;;;;;;;;7;;5;;;1;12;;;7;8;;;1;;;;9;20;;;;;;;;;;;;;;;;;;;;;;35;Rural;0;4;;;1;;1;1;;;1;;2;3;4;5;CNH - Misión Ternura;4.- CNH - Misión Ternura;29;;29;;16;13;;inversion;11;;;;7;4;;0,00;8;1;7;;8;6;;4;2;6;;;;;;;;;;;;1;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;0;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SAN FRANCISCO DE ONZOLE;080258;Costa;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;17;23;40;40;;;;;;;;;;;;;;;17;23;14;18;;;3;3;;1;;;;1;16;23;1;;1;1;;;;;;;;;;;;;;;;;;40;Rural;1;2;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;40;;38;2;4;25;9;inversion;;;;;;;;;;;;;;;;;;;25;5;3;17;25;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SANTO DOMINGO DE ONZOLE;080259;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;19;17;36;36;19;17;;;;;;;;;;;;;;;17;16;;;2;;;;;;;1;19;17;;;;;;;;;;;;;;;;;;;;;;36;Rural;19;20;;;;;;;2;1;6;5;8;8;3;3;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;33;3;19;12;2;corriente;;;;;;;;;12;2;10;;12;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;667;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SANTO DOMINGO DE ONZOLE;080259;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;12;20;32;46;12;20;;;;;;1;;2;;9;;2;;;12;27;;;;4;;;;;;3;11;34;1;;1;;;1;;;;;;;;;;;;;;;;45;Rural;0;4;;2;4;1;1;4;1;3;3;2;3;8;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;46;;44;2;25;18;1;corriente;14;;1;2;9;2;;0,36;6;1;5;;6;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;17;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SELVA ALEGRE;080260;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;11;15;26;26;11;15;;;;;;;;;;;;;;;10;15;;;1;;;;;;;;11;15;;;;;;;;;;;;;;;;;;;;;;27;Rural;17;20;;;;;;;;1;;4;6;4;5;6;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;26;;25;1;20;5;;corriente;;;;;;;;;9;1;8;;9;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;445;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SELVA ALEGRE;080260;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;18;18;36;36;18;18;;;;;;;;;;;;;;;17;17;;;1;1;;;;;;;18;18;;;;;;;;;;;;;;;;;;;;;;36;Rural;19;20;;;;;;;1;;3;3;6;9;8;6;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;35;1;35;1;17;18;;corriente;;;;;;;;;21;1;20;;21;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;673;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SELVA ALEGRE;080260;Costa;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;15;24;39;39;;;;;;;;;;;;;;;15;24;15;24;;;;;;;;;;;15;20;;4;4;;1;;2;;;;;;1;;;;;;;;;40;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;39;;39;;2;29;8;inversion;;;;;;;;;;;;;;;;;;;17;5;4;8;17;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;SELVA ALEGRE;080260;Costa;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;20;10;30;30;;;;;;;;;;;2;1;18;9;;;16;9;;;;;;1;3;;1;;;;20;10;30;;2;9;3;6;4;;;;;;;2;;3;1;;;30;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;30;;30;;7;17;6;corriente;;;;;;;;;;;;;;;;;;;;;;;;;8;6;;2;8;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;20;12;32;32;19;10;1;2;;;;;;;;;;;;;16;10;;;3;;;;1;1;;1;20;12;;;;;;;;;;;;;;;;;;;;;;27;Rural;18;20;;;;;;;;4;8;1;6;3;6;4;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;32;;26;6;21;4;1;corriente;;;;;;;;;13;;13;;13;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;562;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;18;18;36;36;18;18;;;;;;;;;;;;;;;7;7;9;8;2;3;;;;;;;18;18;;;;;;;;;;;;;;;;;;;;;;36;Rural;11;20;;;;;;;2;5;5;6;10;6;1;1;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;32;4;29;3;;corriente;;;;;;;;;13;;13;;13;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;389;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;18;14;32;32;18;14;;;;;;;;;;;;;;;18;13;;;;1;;;;;;;18;14;;;;;;;;;;;;;;;;;;;;;;36;Rural;10;20;;;1;;;;;2;6;1;8;8;3;3;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;32;;32;;26;5;1;corriente;;;;;;;;;8;1;7;;8;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;31;311;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;8;19;27;27;8;19;;;;;;;;;;;;;;;;;8;19;;;;;;;;;8;19;;;;;;;;;;;;;;;;;;;;;;27;Rural;10;20;;;;;;;2;2;1;2;5;6;;9;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;27;;27;;25;2;;corriente;;;;;;;;;5;;5;;5;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;24;283;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;12;12;24;24;8;9;4;3;;;;;;;;;;;;;;;10;10;2;2;;;;;;;12;12;;;;;;;;;;;;;;;;;;;;;;27;Rural;10;20;;;;;;;;;;;3;2;9;10;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;24;;23;1;12;10;1;corriente;;;;;;;;;24;4;20;;24;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;236;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;12;15;27;27;12;15;;;;;;;;;;;;;;;;;12;15;;;;;;;;;12;15;;;;;;;;;;;;;;;;;;;;;;27;Rural;11;20;;;;;;;4;4;1;4;3;4;4;3;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;27;;26;1;26;;;corriente;;;;;;;;;12;;12;;12;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;23;297;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;11;16;27;27;11;15;;1;;;;;;;;;;;;;;1;11;15;;;;;;;;;11;16;;;;;;;;;;;;;;;;;;;;;;27;Rural;20;20;;;;;;;1;;1;2;4;7;5;7;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;27;;21;6;21;;;corriente;;;;;;;;;10;;10;;10;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;540;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;11;12;23;23;11;12;;;;;;;;;;;;;;;1;3;3;4;7;5;;;;;;;11;12;;;;;;;;;;;;;;;;;;;;;;36;Rural;16;20;;;;;;;;1;1;3;10;8;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;23;;23;;19;4;;corriente;;;;;;;;;10;;10;;10;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;368;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;TELEMBI;080261;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;12;15;27;27;9;10;3;5;;;;;;;;;;;;;;;11;15;1;;;;;;;;12;15;;;;;;;;;;;;;;;;;;;;;;27;Rural;11;20;;;;;;;;;;1;4;4;8;10;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;27;;27;;27;;;corriente;;;;;;;;;18;;18;;18;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;22;297;1
